EndDate	EndDeaths	STATE-COUNTY	StartDate	StartDeaths	POPESTIMATE2020	ST_ABBR	VaxStartDate	Series_Complete_Yes_Start	Administered_Dose1_Recip_Start	VaxEndDate	Series_Complete_Yes_End	Administered_Dose1_Recip_End	Deaths	Series_Complete_Yes_Mid	Administered_Dose1_Recip_Mid	FullVaxPer100	OnePlusVaxPer100	DeathsPer100k
2021-06-29	26	NY-ESSEX	2021-04-30	26	36891	NY	2021-03-31	9925	14350	2021-05-30	19912	21948	0	14918.5	18149.0	40.4	49.2	0.0
2021-06-29	12	NY-FRANKLIN	2021-04-30	12	49965	NY	2021-03-31	12256	17439	2021-05-30	22311	25004	0	17283.5	21221.5	34.6	42.5	0.0
2021-06-29	93	NY-FULTON	2021-04-30	90	52812	NY	2021-03-31	7515	12755	2021-05-30	19302	21890	3	13408.5	17322.5	25.4	32.8	5.7
2021-06-29	124	NY-GENESEE	2021-04-30	121	56994	NY	2021-03-31	9440	15791	2021-05-30	23670	26763	3	16555.0	21277.0	29.0	37.3	5.3
2021-06-29	79	NY-GREENE	2021-04-30	74	47177	NY	2021-03-31	6735	14117	2021-05-30	20230	23399	5	13482.5	18758.0	28.6	39.8	10.6
2021-06-29	2	NY-HAMILTON	2021-04-30	2	4345	NY	2021-03-31	1905	2693	2021-05-30	3047	3328	0	2476.0	3010.5	57.0	69.3	0.0
2021-06-29	109	NY-HERKIMER	2021-04-30	107	60945	NY	2021-03-31	11917	17629	2021-05-30	24612	27589	2	18264.5	22609.0	30.0	37.1	3.3
2021-06-29	68	NY-JEFFERSON	2021-04-30	65	108095	NY	2021-03-31	25027	36860	2021-05-30	49112	57398	3	37069.5	47129.0	34.3	43.6	2.8
2021-06-29	36	NY-LEWIS	2021-04-30	34	26187	NY	2021-03-31	4199	7194	2021-05-30	9351	10491	2	6775.0	8842.5	25.9	33.8	7.6
2021-06-29	60	NY-LIVINGSTON	2021-04-30	58	62398	NY	2021-03-31	9759	17181	2021-05-30	25870	29522	2	17814.5	23351.5	28.5	37.4	3.2
2021-06-29	89	NY-MADISON	2021-04-30	88	70478	NY	2021-03-31	12739	20918	2021-05-30	30804	34883	1	21771.5	27900.5	30.9	39.6	1.4
2021-06-29	1115	NY-MONROE	2021-04-30	1046	740900	NY	2021-03-31	139598	238387	2021-05-30	373087	418356	69	256342.5	328371.5	34.6	44.3	9.3
2021-06-29	127	NY-MONTGOMERY	2021-04-30	120	49170	NY	2021-03-31	8186	14750	2021-05-30	21947	24650	7	15066.5	19700.0	30.6	40.1	14.2
2021-06-29	3179	NY-NASSAU	2021-04-30	3144	1351334	NY	2021-03-31	294228	472218	2021-05-30	694768	819745	35	494498.0	645981.5	36.6	47.8	2.6
2021-06-29	374	NY-NIAGARA	2021-04-30	340	208396	NY	2021-03-31	33037	59792	2021-05-30	95149	109024	34	64093.0	84408.0	30.8	40.5	16.3
2021-06-29	516	NY-ONEIDA	2021-04-30	499	227346	NY	2021-03-31	49397	71101	2021-05-30	98040	110529	17	73718.5	90815.0	32.4	39.9	7.5
2021-06-29	678	NY-ONONDAGA	2021-04-30	666	459214	NY	2021-03-31	108709	161173	2021-05-30	241629	268520	12	175169.0	214846.5	38.1	46.8	2.6
2021-06-29	93	NY-ONTARIO	2021-04-30	92	110091	NY	2021-03-31	21883	38368	2021-05-30	54380	61106	1	38131.5	49737.0	34.6	45.2	0.9
2021-06-29	723	NY-ORANGE	2021-04-30	704	385234	NY	2021-03-31	54480	100486	2021-05-30	158865	185663	19	106672.5	143074.5	27.7	37.1	4.9
2021-06-29	83	NY-ORLEANS	2021-04-30	83	39978	NY	2021-03-31	5293	8864	2021-05-30	14674	16610	0	9983.5	12737.0	25.0	31.9	0.0
2021-06-29	93	NY-OSWEGO	2021-04-30	90	116346	NY	2021-03-31	19775	30817	2021-05-30	47374	53598	3	33574.5	42207.5	28.9	36.3	2.6
2021-06-29	47	NY-OTSEGO	2021-04-30	47	58701	NY	2021-03-31	10519	17796	2021-05-30	26167	28771	0	18343.0	23283.5	31.2	39.7	0.0
2021-06-29	93	NY-PUTNAM	2021-04-30	91	98532	NY	2021-03-31	17947	30954	2021-05-30	48274	55413	2	33110.5	43183.5	33.6	43.8	2.0
2021-06-29	143	NY-RENSSELAER	2021-04-30	138	158108	NY	2021-03-31	29413	50597	2021-05-30	78872	88975	5	54142.5	69786.0	34.2	44.1	3.2
2021-06-29	756	NY-ROCKLAND	2021-04-30	746	326225	NY	2021-03-31	52337	90937	2021-05-30	133422	153915	10	92879.5	122426.0	28.5	37.5	3.1
2021-06-29	168	NY-SARATOGA	2021-04-30	164	230298	NY	2021-03-31	50828	83484	2021-05-30	129554	146414	4	90191.0	114949.0	39.2	49.9	1.7
2021-06-29	205	NY-SCHENECTADY	2021-04-30	194	155358	NY	2021-03-31	29325	48909	2021-05-30	75400	85983	11	52362.5	67446.0	33.7	43.4	7.1
2021-06-29	18	NY-SCHOHARIE	2021-04-30	16	31132	NY	2021-03-31	4191	7981	2021-05-30	12159	13565	2	8175.0	10773.0	26.3	34.6	6.4
2021-06-29	14	NY-SCHUYLER	2021-04-30	14	17685	NY	2021-03-31	3528	5761	2021-05-30	8047	8876	0	5787.5	7318.5	32.7	41.4	0.0
2021-06-29	57	NY-SENECA	2021-04-30	56	33991	NY	2021-03-31	5639	9414	2021-05-30	12891	14733	1	9265.0	12073.5	27.3	35.5	2.9
2021-06-29	97	NY-ST. LAWRENCE	2021-04-30	96	107185	NY	2021-03-31	26559	35988	2021-05-30	46853	51458	1	36706.0	43723.0	34.2	40.8	0.9
2021-06-29	146	NY-STEUBEN	2021-04-30	143	94657	NY	2021-03-31	15450	27305	2021-05-30	38334	43533	3	26892.0	35419.0	28.4	37.4	3.2
2021-06-29	3403	NY-SUFFOLK	2021-04-30	3348	1474273	NY	2021-03-31	244142	428652	2021-05-30	700321	811631	55	472231.5	620141.5	32.0	42.1	3.7
2021-06-29	76	NY-SULLIVAN	2021-04-30	71	75802	NY	2021-03-31	9239	18850	2021-05-30	29214	33425	5	19226.5	26137.5	25.4	34.5	6.6
2021-06-29	63	NY-TIOGA	2021-04-30	61	47904	NY	2021-03-31	8412	13269	2021-05-30	19965	22923	2	14188.5	18096.0	29.6	37.8	4.2
2021-06-29	52	NY-TOMPKINS	2021-04-30	50	101058	NY	2021-03-31	19493	39852	2021-05-30	61107	68336	2	40300.0	54094.0	39.9	53.5	2.0
2021-06-29	257	NY-ULSTER	2021-04-30	249	177716	NY	2021-03-31	28211	56342	2021-05-30	88911	100654	8	58561.0	78498.0	33.0	44.2	4.5
2021-06-29	57	NY-WARREN	2021-04-30	57	63756	NY	2021-03-31	15258	23968	2021-05-30	35883	39840	0	25570.5	31904.0	40.1	50.0	0.0
2021-06-29	55	NY-WASHINGTON	2021-04-30	55	60606	NY	2021-03-31	9959	16638	2021-05-30	27031	30789	0	18495.0	23713.5	30.5	39.1	0.0
2021-06-29	71	NY-WAYNE	2021-04-30	67	89339	NY	2021-03-31	14262	25025	2021-05-30	37928	42775	4	26095.0	33900.0	29.2	37.9	4.5
2021-06-29	2293	NY-WESTCHESTER	2021-04-30	2257	965802	NY	2021-03-31	195211	324327	2021-05-30	497873	582470	36	346542.0	453398.5	35.9	46.9	3.7
2021-06-29	53	NY-WYOMING	2021-04-30	51	39465	NY	2021-03-31	5632	9517	2021-05-30	14214	15911	2	9923.0	12714.0	25.1	32.2	5.1
2021-06-29	26	NY-YATES	2021-04-30	26	24780	NY	2021-03-31	4673	7422	2021-05-30	9577	10748	0	7125.0	9085.0	28.8	36.7	0.0
2021-06-29	289	NC-ALAMANCE	2021-04-30	264	171346	NC	2021-03-31	30493	50906	2021-05-30	63879	74865	25	47186.0	62885.5	27.5	36.7	14.6
2021-06-29	85	NC-ALEXANDER	2021-04-30	83	37441	NC	2021-03-31	5757	9704	2021-05-30	11433	12929	2	8595.0	11316.5	23.0	30.2	5.3
2021-06-29	5	NC-ALLEGHANY	2021-04-30	5	11194	NC	2021-03-31	2485	4057	2021-05-30	4300	5268	0	3392.5	4662.5	30.3	41.7	0.0
2021-06-29	56	NC-ANSON	2021-04-30	55	24097	NC	2021-03-31	2683	5165	2021-05-30	4535	6636	1	3609.0	5900.5	15.0	24.5	4.1
2021-06-29	45	NC-ASHE	2021-04-30	41	27166	NC	2021-03-31	5106	8653	2021-05-30	9614	11553	4	7360.0	10103.0	27.1	37.2	14.7
2021-06-29	21	NC-AVERY	2021-04-30	20	17571	NC	2021-03-31	3519	5732	2021-05-30	6495	7525	1	5007.0	6628.5	28.5	37.7	5.7
2021-06-29	102	NC-BEAUFORT	2021-04-30	95	47073	NC	2021-03-31	11065	16502	2021-05-30	17659	19998	7	14362.0	18250.0	30.5	38.8	14.9
2021-06-29	45	NC-BERTIE	2021-04-30	43	18712	NC	2021-03-31	3610	6318	2021-05-30	5791	7842	2	4700.5	7080.0	25.1	37.8	10.7
2021-06-29	46	NC-BLADEN	2021-04-30	41	32911	NC	2021-03-31	4797	7683	2021-05-30	7405	9574	5	6101.0	8628.5	18.5	26.2	15.2
2021-06-29	156	NC-BRUNSWICK	2021-04-30	152	149039	NC	2021-03-31	35281	57635	2021-05-30	63320	76473	4	49300.5	67054.0	33.1	45.0	2.7
2021-06-29	335	NC-BUNCOMBE	2021-04-30	323	263477	NC	2021-03-31	53044	95939	2021-05-30	119958	142383	12	86501.0	119161.0	32.8	45.2	4.6
2021-06-29	163	NC-BURKE	2021-04-30	153	90418	NC	2021-03-31	16683	23452	2021-05-30	28504	31610	10	22593.5	27531.0	25.0	30.4	11.1
2021-06-29	262	NC-CABARRUS	2021-04-30	251	221479	NC	2021-03-31	28368	49129	2021-05-30	72135	88735	11	50251.5	68932.0	22.7	31.1	5.0
2021-06-29	110	NC-CALDWELL	2021-04-30	104	82100	NC	2021-03-31	13977	20763	2021-05-30	25916	29102	6	19946.5	24932.5	24.3	30.4	7.3
2021-06-29	6	NC-CAMDEN	2021-04-30	5	10984	NC	2021-03-31	1975	2639	2021-05-30	2851	3507	1	2413.0	3073.0	22.0	28.0	9.1
2021-06-29	55	NC-CARTERET	2021-04-30	51	69558	NC	2021-03-31	12102	19900	2021-05-30	20857	25937	4	16479.5	22918.5	23.7	32.9	5.8
2021-06-29	30	NC-CASWELL	2021-04-30	27	22443	NC	2021-03-31	4202	6696	2021-05-30	7698	8797	3	5950.0	7746.5	26.5	34.5	13.4
2021-06-29	312	NC-CATAWBA	2021-04-30	297	160307	NC	2021-03-31	27509	42044	2021-05-30	56613	65086	15	42061.0	53565.0	26.2	33.4	9.4
2021-06-29	89	NC-CHATHAM	2021-04-30	87	75748	NC	2021-03-31	17236	26896	2021-05-30	30678	36612	2	23957.0	31754.0	31.6	41.9	2.6
2021-06-29	37	NC-CHEROKEE	2021-04-30	20	29073	NC	2021-03-31	4794	7994	2021-05-30	9519	10938	17	7156.5	9466.0	24.6	32.6	58.5
2021-06-29	34	NC-CHOWAN	2021-04-30	22	13815	NC	2021-03-31	3105	5110	2021-05-30	4418	5986	12	3761.5	5548.0	27.2	40.2	86.9
2021-06-29	18	NC-CLAY	2021-04-30	18	11505	NC	2021-03-31	1628	2964	2021-05-30	2827	3806	0	2227.5	3385.0	19.4	29.4	0.0
2021-06-29	228	NC-CLEVELAND	2021-04-30	223	99035	NC	2021-03-31	16359	24357	2021-05-30	28831	34560	5	22595.0	29458.5	22.8	29.7	5.0
2021-06-29	152	NC-COLUMBUS	2021-04-30	150	54754	NC	2021-03-31	7817	13818	2021-05-30	15027	17916	2	11422.0	15867.0	20.9	29.0	3.7
2021-06-29	126	NC-CRAVEN	2021-04-30	123	101233	NC	2021-03-31	21966	33765	2021-05-30	39015	43711	3	30490.5	38738.0	30.1	38.3	3.0
2021-06-29	321	NC-CUMBERLAND	2021-04-30	299	336364	NC	2021-03-31	72720	104519	2021-05-30	129068	153242	22	100894.0	128880.5	30.0	38.3	6.5
2021-06-29	16	NC-CURRITUCK	2021-04-30	16	29052	NC	2021-03-31	4601	8251	2021-05-30	8949	11482	0	6775.0	9866.5	23.3	34.0	0.0
2021-06-29	10	NC-DARE	2021-04-30	10	37547	NC	2021-03-31	10550	17004	2021-05-30	19911	22834	0	15230.5	19919.0	40.6	53.1	0.0
2021-06-29	197	NC-DAVIDSON	2021-04-30	185	169234	NC	2021-03-31	23952	38377	2021-05-30	49876	57148	12	36914.0	47762.5	21.8	28.2	7.1
2021-06-29	40	NC-DAVIE	2021-04-30	37	43286	NC	2021-03-31	9442	13214	2021-05-30	15932	18722	3	12687.0	15968.0	29.3	36.9	6.9
2021-06-29	139	NC-DUPLIN	2021-04-30	132	58794	NC	2021-03-31	7512	12285	2021-05-30	14463	17092	7	10987.5	14688.5	18.7	25.0	11.9
2021-06-29	234	NC-DURHAM	2021-04-30	223	327306	NC	2021-03-31	71592	117591	2021-05-30	152768	180131	11	112180.0	148861.0	34.3	45.5	3.4
2021-06-29	113	NC-EDGECOMBE	2021-04-30	111	50829	NC	2021-03-31	7629	13051	2021-05-30	14625	17766	2	11127.0	15408.5	21.9	30.3	3.9
2021-06-29	420	NC-FORSYTH	2021-04-30	374	383843	NC	2021-03-31	72257	120711	2021-05-30	151776	180510	46	112016.5	150610.5	29.2	39.2	12.0
2021-06-29	54	NC-FRANKLIN	2021-04-30	49	71859	NC	2021-03-31	9804	16347	2021-05-30	21205	27072	5	15504.5	21709.5	21.6	30.2	7.0
2021-06-29	443	NC-GASTON	2021-04-30	420	226568	NC	2021-03-31	32896	51173	2021-05-30	66436	80446	23	49666.0	65809.5	21.9	29.0	10.2
2021-06-29	13	NC-GATES	2021-04-30	13	11464	NC	2021-03-31	1889	3323	2021-05-30	3386	4238	0	2637.5	3780.5	23.0	33.0	0.0
2021-06-29	13	NC-GRAHAM	2021-04-30	12	8474	NC	2021-03-31	1787	2386	2021-05-30	2538	2891	1	2162.5	2638.5	25.5	31.1	11.8
2021-06-29	83	NC-GRANVILLE	2021-04-30	80	60486	NC	2021-03-31	13400	18688	2021-05-30	23343	27176	3	18371.5	22932.0	30.4	37.9	5.0
2021-06-29	47	NC-GREENE	2021-04-30	44	20928	NC	2021-03-31	3124	5166	2021-05-30	5507	6786	3	4315.5	5976.0	20.6	28.6	14.3
2021-06-29	721	NC-GUILFORD	2021-04-30	693	540521	NC	2021-03-31	86948	175794	2021-05-30	214279	256518	28	150613.5	216156.0	27.9	40.0	5.2
2021-06-29	114	NC-HALIFAX	2021-04-30	109	49479	NC	2021-03-31	8481	15706	2021-05-30	16733	20015	5	12607.0	17860.5	25.5	36.1	10.1
2021-06-29	181	NC-HARNETT	2021-04-30	169	137058	NC	2021-03-31	16567	26361	2021-05-30	32132	38681	12	24349.5	32521.0	17.8	23.7	8.8
2021-06-29	99	NC-HAYWOOD	2021-04-30	95	62972	NC	2021-03-31	13052	19302	2021-05-30	24951	28968	4	19001.5	24135.0	30.2	38.3	6.4
2021-06-29	165	NC-HENDERSON	2021-04-30	158	118445	NC	2021-03-31	23667	36547	2021-05-30	47119	53238	7	35393.0	44892.5	29.9	37.9	5.9
2021-06-29	64	NC-HERTFORD	2021-04-30	63	23108	NC	2021-03-31	2638	5639	2021-05-30	4600	7106	1	3619.0	6372.5	15.7	27.6	4.3
2021-06-29	56	NC-HOKE	2021-04-30	55	55830	NC	2021-03-31	5534	8901	2021-05-30	10112	12791	1	7823.0	10846.0	14.0	19.4	1.8
2021-06-29	9	NC-HYDE	2021-04-30	8	4843	NC	2021-03-31	1238	1944	2021-05-30	2277	2710	1	1757.5	2327.0	36.3	48.0	20.6
2021-06-29	236	NC-IREDELL	2021-04-30	206	185770	NC	2021-03-31	29511	45764	2021-05-30	58138	72484	30	43824.5	59124.0	23.6	31.8	16.1
2021-06-29	56	NC-JACKSON	2021-04-30	55	44033	NC	2021-03-31	8432	13670	2021-05-30	16403	19018	1	12417.5	16344.0	28.2	37.1	2.3
2021-06-29	237	NC-JOHNSTON	2021-04-30	213	216246	NC	2021-03-31	29410	50451	2021-05-30	66172	80441	24	47791.0	65446.0	22.1	30.3	11.1
2021-06-29	28	NC-JONES	2021-04-30	19	9250	NC	2021-03-31	1746	2786	2021-05-30	3108	3542	9	2427.0	3164.0	26.2	34.2	97.3
2021-06-29	82	NC-LEE	2021-04-30	76	62353	NC	2021-03-31	10548	17594	2021-05-30	21238	25114	6	15893.0	21354.0	25.5	34.2	9.6
2021-06-29	124	NC-LENOIR	2021-04-30	112	55720	NC	2021-03-31	10353	16068	2021-05-30	18301	21618	12	14327.0	18843.0	25.7	33.8	21.5
2021-06-29	86	NC-LINCOLN	2021-04-30	85	88097	NC	2021-03-31	12810	20050	2021-05-30	27668	31699	1	20239.0	25874.5	23.0	29.4	1.1
2021-06-29	41	NC-MACON	2021-04-30	36	35994	NC	2021-03-31	5249	7753	2021-05-30	9723	11017	5	7486.0	9385.0	20.8	26.1	13.9
2021-06-29	42	NC-MADISON	2021-04-30	41	21740	NC	2021-03-31	4074	6713	2021-05-30	7319	8282	1	5696.5	7497.5	26.2	34.5	4.6
2021-06-29	45	NC-MARTIN	2021-04-30	39	22178	NC	2021-03-31	8184	12734	2021-05-30	15457	17283	6	11820.5	15008.5	53.3	67.7	27.1
2021-06-29	63	NC-MCDOWELL	2021-04-30	63	45782	NC	2021-03-31	9115	13213	2021-05-30	15113	16421	0	12114.0	14817.0	26.5	32.4	0.0
2021-06-29	976	NC-MECKLENBURG	2021-04-30	940	1128945	NC	2021-03-31	148320	275444	2021-05-30	428038	531305	36	288179.0	403374.5	25.5	35.7	3.2
2021-06-29	16	NC-MITCHELL	2021-04-30	16	14881	NC	2021-03-31	2279	4018	2021-05-30	4873	5717	0	3576.0	4867.5	24.0	32.7	0.0
2021-06-29	97	NC-MONTGOMERY	2021-04-30	93	27238	NC	2021-03-31	4096	6565	2021-05-30	7628	8995	4	5862.0	7780.0	21.5	28.6	14.7
2021-06-29	192	NC-MOORE	2021-04-30	187	103352	NC	2021-03-31	24935	37439	2021-05-30	41587	48285	5	33261.0	42862.0	32.2	41.5	4.8
2021-06-29	196	NC-NASH	2021-04-30	181	94859	NC	2021-03-31	15530	28392	2021-05-30	33361	40570	15	24445.5	34481.0	25.8	36.3	15.8
2021-06-29	175	NC-NEW HANOVER	2021-04-30	164	236613	NC	2021-03-31	47071	80647	2021-05-30	99541	119828	11	73306.0	100237.5	31.0	42.4	4.6
2021-06-29	61	NC-NORTHAMPTON	2021-04-30	58	19088	NC	2021-03-31	3670	6226	2021-05-30	6276	7502	3	4973.0	6864.0	26.1	36.0	15.7
2021-06-29	154	NC-ONSLOW	2021-04-30	142	203943	NC	2021-03-31	33142	48792	2021-05-30	60277	73477	12	46709.5	61134.5	22.9	30.0	5.9
2021-06-29	101	NC-ORANGE	2021-04-30	101	149077	NC	2021-03-31	37591	63933	2021-05-30	80777	96004	0	59184.0	79968.5	39.7	53.6	0.0
2021-06-29	13	NC-PAMLICO	2021-04-30	13	12715	NC	2021-03-31	3325	4977	2021-05-30	5231	6035	0	4278.0	5506.0	33.6	43.3	0.0
2021-06-29	84	NC-PASQUOTANK	2021-04-30	80	40372	NC	2021-03-31	8054	11927	2021-05-30	11540	15214	4	9797.0	13570.5	24.3	33.6	9.9
2021-06-29	71	NC-PENDER	2021-04-30	69	64671	NC	2021-03-31	9620	16759	2021-05-30	20659	24675	2	15139.5	20717.0	23.4	32.0	3.1
2021-06-29	12	NC-PERQUIMANS	2021-04-30	10	13667	NC	2021-03-31	1792	3547	2021-05-30	2284	4060	2	2038.0	3803.5	14.9	27.8	14.6
2021-06-29	71	NC-PERSON	2021-04-30	67	39925	NC	2021-03-31	7133	11716	2021-05-30	14430	16565	4	10781.5	14140.5	27.0	35.4	10.0
2021-06-29	96	NC-PITT	2021-04-30	86	182924	NC	2021-03-31	37904	55517	2021-05-30	62819	72945	10	50361.5	64231.0	27.5	35.1	5.5
2021-06-29	30	NC-POLK	2021-04-30	29	21030	NC	2021-03-31	3857	6584	2021-05-30	7001	8247	1	5429.0	7415.5	25.8	35.3	4.8
2021-06-29	231	NC-RANDOLPH	2021-04-30	224	144557	NC	2021-03-31	18150	31932	2021-05-30	39529	45381	7	28839.5	38656.5	20.0	26.7	4.8
2021-06-29	97	NC-RICHMOND	2021-04-30	92	44332	NC	2021-03-31	8330	11954	2021-05-30	13684	15446	5	11007.0	13700.0	24.8	30.9	11.3
2021-06-29	272	NC-ROBESON	2021-04-30	230	129999	NC	2021-03-31	15329	25142	2021-05-30	27969	34839	42	21649.0	29990.5	16.7	23.1	32.3
2021-06-29	155	NC-ROCKINGHAM	2021-04-30	106	91285	NC	2021-03-31	13693	23454	2021-05-30	28678	33914	49	21185.5	28684.0	23.2	31.4	53.7
2021-06-29	310	NC-ROWAN	2021-04-30	300	142495	NC	2021-03-31	20044	29636	2021-05-30	38396	45693	10	29220.0	37664.5	20.5	26.4	7.0
2021-06-29	216	NC-RUTHERFORD	2021-04-30	206	67076	NC	2021-03-31	8820	15810	2021-05-30	17116	21003	10	12968.0	18406.5	19.3	27.4	14.9
2021-06-29	114	NC-SAMPSON	2021-04-30	108	63382	NC	2021-03-31	9552	16264	2021-05-30	18848	22541	6	14200.0	19402.5	22.4	30.6	9.5
2021-06-29	88	NC-SCOTLAND	2021-04-30	84	34637	NC	2021-03-31	5232	9007	2021-05-30	10347	11976	4	7789.5	10491.5	22.5	30.3	11.5
2021-06-29	138	NC-STANLY	2021-04-30	131	63239	NC	2021-03-31	6143	11236	2021-05-30	9886	15330	7	8014.5	13283.0	12.7	21.0	11.1
2021-06-29	82	NC-STOKES	2021-04-30	80	45743	NC	2021-03-31	6245	9567	2021-05-30	11169	13305	2	8707.0	11436.0	19.0	25.0	4.4
2021-06-29	170	NC-SURRY	2021-04-30	158	71683	NC	2021-03-31	12612	21059	2021-05-30	23814	27079	12	18213.0	24069.0	25.4	33.6	16.7
2021-06-29	18	NC-SWAIN	2021-04-30	18	14179	NC	2021-03-31	3217	4822	2021-05-30	5297	6413	0	4257.0	5617.5	30.0	39.6	0.0
2021-06-29	33	NC-TRANSYLVANIA	2021-04-30	32	34498	NC	2021-03-31	7807	11933	2021-05-30	14060	15730	1	10933.5	13831.5	31.7	40.1	2.9
2021-06-29	6	NC-TYRRELL	2021-04-30	6	3774	NC	2021-03-31	696	1159	2021-05-30	1188	1395	0	942.0	1277.0	25.0	33.8	0.0
2021-06-29	226	NC-UNION	2021-04-30	215	244562	NC	2021-03-31	34086	54776	2021-05-30	81069	97127	11	57577.5	75951.5	23.5	31.1	4.5
2021-06-29	89	NC-VANCE	2021-04-30	86	44718	NC	2021-03-31	7046	11170	2021-05-30	12714	16107	3	9880.0	13638.5	22.1	30.5	6.7
2021-06-29	742	NC-WAKE	2021-04-30	729	1132271	NC	2021-03-31	197666	377623	2021-05-30	526745	647105	13	362205.5	512364.0	32.0	45.3	1.1
2021-06-29	20	NC-WARREN	2021-04-30	20	19522	NC	2021-03-31	2480	5009	2021-05-30	4865	6948	0	3672.5	5978.5	18.8	30.6	0.0
2021-06-29	32	NC-WASHINGTON	2021-04-30	31	11485	NC	2021-03-31	2009	3365	2021-05-30	3324	4195	1	2666.5	3780.0	23.2	32.9	8.7
2021-06-29	33	NC-WATAUGA	2021-04-30	31	56441	NC	2021-03-31	11679	18454	2021-05-30	21893	26446	2	16786.0	22450.0	29.7	39.8	3.5
2021-06-29	246	NC-WAYNE	2021-04-30	243	123967	NC	2021-03-31	19436	32412	2021-05-30	37813	45263	3	28624.5	38837.5	23.1	31.3	2.4
2021-06-29	117	NC-WILKES	2021-04-30	111	68043	NC	2021-03-31	10456	17211	2021-05-30	18579	23207	6	14517.5	20209.0	21.3	29.7	8.8
2021-06-29	181	NC-WILSON	2021-04-30	171	81979	NC	2021-03-31	13348	22157	2021-05-30	26159	31568	10	19753.5	26862.5	24.1	32.8	12.2
2021-06-29	55	NC-YADKIN	2021-04-30	47	37625	NC	2021-03-31	6315	10274	2021-05-30	11958	13308	8	9136.5	11791.0	24.3	31.3	21.3
2021-06-29	28	NC-YANCEY	2021-04-30	28	18099	NC	2021-03-31	3097	5450	2021-05-30	6415	7279	0	4756.0	6364.5	26.3	35.2	0.0
2021-06-29	3	ND-ADAMS	2021-04-30	3	2188	ND	2021-03-31	596	796	2021-05-30	822	933	0	709.0	864.5	32.4	39.5	0.0
2021-06-29	31	ND-BARNES	2021-04-30	31	10402	ND	2021-03-31	2511	4014	2021-05-30	4563	5211	0	3537.0	4612.5	34.0	44.3	0.0
2021-06-29	19	ND-BENSON	2021-04-30	18	6762	ND	2021-03-31	1083	1543	2021-05-30	1716	2035	1	1399.5	1789.0	20.7	26.5	14.8
2021-06-29	0	ND-BILLINGS	2021-04-30	0	890	ND	2021-03-31	75	120	2021-05-30	128	149	0	101.5	134.5	11.4	15.1	0.0
2021-06-29	20	ND-BOTTINEAU	2021-04-30	20	6287	ND	2021-03-31	1537	2213	2021-05-30	2405	2615	0	1971.0	2414.0	31.4	38.4	0.0
2021-06-29	5	ND-BOWMAN	2021-04-30	5	2986	ND	2021-03-31	472	802	2021-05-30	821	1019	0	646.5	910.5	21.7	30.5	0.0
2021-06-29	3	ND-BURKE	2021-04-30	1	2118	ND	2021-03-31	356	515	2021-05-30	595	636	2	475.5	575.5	22.5	27.2	94.4
2021-06-29	196	ND-BURLEIGH	2021-04-30	191	96212	ND	2021-03-31	17798	29208	2021-05-30	32575	37770	5	25186.5	33489.0	26.2	34.8	5.2
2021-06-29	210	ND-CASS	2021-04-30	204	183904	ND	2021-03-31	38173	64578	2021-05-30	77315	87149	6	57744.0	75863.5	31.4	41.3	3.3
2021-06-29	5	ND-CAVALIER	2021-04-30	5	3713	ND	2021-03-31	1150	1549	2021-05-30	1738	1862	0	1444.0	1705.5	38.9	45.9	0.0
2021-06-29	33	ND-DICKEY	2021-04-30	33	4705	ND	2021-03-31	1160	1692	2021-05-30	1959	2097	0	1559.5	1894.5	33.1	40.3	0.0
2021-06-29	2	ND-DIVIDE	2021-04-30	2	2277	ND	2021-03-31	359	633	2021-05-30	695	790	0	527.0	711.5	23.1	31.2	0.0
2021-06-29	7	ND-DUNN	2021-04-30	7	4465	ND	2021-03-31	402	622	2021-05-30	701	831	0	551.5	726.5	12.4	16.3	0.0
2021-06-29	6	ND-EDDY	2021-04-30	6	2179	ND	2021-03-31	698	859	2021-05-30	917	974	0	807.5	916.5	37.1	42.1	0.0
2021-06-29	13	ND-EMMONS	2021-04-30	13	3187	ND	2021-03-31	570	784	2021-05-30	797	947	0	683.5	865.5	21.4	27.2	0.0
2021-06-29	19	ND-FOSTER	2021-04-30	19	3165	ND	2021-03-31	773	1201	2021-05-30	1299	1433	0	1036.0	1317.0	32.7	41.6	0.0
2021-06-29	3	ND-GOLDEN VALLEY	2021-04-30	3	1737	ND	2021-03-31	238	377	2021-05-30	363	446	0	300.5	411.5	17.3	23.7	0.0
2021-06-29	79	ND-GRAND FORKS	2021-04-30	77	69481	ND	2021-03-31	14339	24307	2021-05-30	28342	32581	2	21340.5	28444.0	30.7	40.9	2.9
2021-06-29	7	ND-GRANT	2021-04-30	7	2215	ND	2021-03-31	193	302	2021-05-30	305	369	0	249.0	335.5	11.2	15.1	0.0
2021-06-29	2	ND-GRIGGS	2021-04-30	2	2207	ND	2021-03-31	639	810	2021-05-30	842	926	0	740.5	868.0	33.6	39.3	0.0
2021-06-29	4	ND-HETTINGER	2021-04-30	4	2438	ND	2021-03-31	440	644	2021-05-30	732	820	0	586.0	732.0	24.0	30.0	0.0
2021-06-29	10	ND-KIDDER	2021-04-30	10	2458	ND	2021-03-31	339	588	2021-05-30	582	725	0	460.5	656.5	18.7	26.7	0.0
